"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL12"	"DIAZEPAM"	"4.0"	"284.75"	"0"	"3.15"	"370"	"CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21"	"CL"	""	"5.75"	"mL.min-1.g-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301370"	"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000251"	"microsome format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"None"	"Microsome"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"None"	""	""	""	"5.75"
"CHEMBL1483"	"ALBENDAZOLE"	"4.0"	"265.34"	"0"	"3.24"	"640"	"CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1"	"CL"	""	"83.18"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"83.18"
"CHEMBL1000"	"CETIRIZINE"	"4.0"	"388.90"	"0"	"3.15"	"1886"	"O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"	"CL"	"'<'"	"3.0"	"mL.min-1.g-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301370"	"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000251"	"microsome format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"None"	"Microsome"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"None"	""	""	""	"3.0"
"CHEMBL139"	"DICLOFENAC"	"4.0"	"296.15"	"0"	"4.36"	"diclofenac"	"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl"	"CL"	""	"66.5"	"mL.min-1.g-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301370"	"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000251"	"microsome format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"None"	"Microsome"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"None"	""	""	""	"66.5"
"CHEMBL1477"	"CERIVASTATIN"	"4.0"	"459.56"	"0"	"4.88"	"1116"	"COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1"	"CL"	""	"10.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"10.0"
"CHEMBL633"	"AMIODARONE"	"4.0"	"645.32"	"2"	"6.94"	"516"	"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1"	"CL"	""	"11.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"11.0"
"CHEMBL408"	"TROGLITAZONE"	"4.0"	"441.55"	"0"	"4.37"	"986"	"Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2"	"CL"	"'>'"	"150.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"150.0"
"CHEMBL23"	"DILTIAZEM"	"4.0"	"414.53"	"0"	"3.37"	"632"	"COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1"	"CL"	""	"43.65"	"mL.min-1.g-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301370"	"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000251"	"microsome format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"None"	"Microsome"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"None"	""	""	""	"43.65"
"CHEMBL2"	"PRAZOSIN"	"4.0"	"383.41"	"0"	"1.78"	"prazosin"	"COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC"	"CL"	""	"5.37"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301372"	"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308043"	""	""	""	"5.37"
"CHEMBL17157"	"TERFENADINE"	"4.0"	"471.69"	"1"	"6.45"	"1573"	"CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"	"CL"	""	"95.5"	"mL.min-1.g-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301370"	"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000251"	"microsome format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"None"	"Microsome"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"None"	""	""	""	"95.5"
"CHEMBL2181927"	"FINERENONE"	"4.0"	"378.43"	"0"	"2.99"	"5874"	"CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2"	"CL"	""	"4.68"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301372"	"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308043"	""	""	""	"4.68"
"CHEMBL2181927"	"FINERENONE"	"4.0"	"378.43"	"0"	"2.99"	"5874"	"CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2"	"CL"	""	"26.92"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"26.92"
"CHEMBL655"	"MIDAZOLAM"	"4.0"	"325.77"	"0"	"4.32"	"1215"	"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2"	"CL"	""	"32.36"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301372"	"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308043"	""	""	""	"32.36"
"CHEMBL894"	"BUPROPION"	"4.0"	"239.75"	"0"	"3.30"	"1609"	"CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1"	"CL"	""	"72.44"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"72.44"
"CHEMBL192"	"SILDENAFIL"	"4.0"	"474.59"	"0"	"1.61"	"2407"	"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12"	"CL"	""	"131.83"	"mL.min-1.g-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301370"	"ASTRAZENECA: Intrinsic clearance measured in human liver microsomes following incubation at 37C. Experimental range <3 to >150 microL/min/mg. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000251"	"microsome format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"None"	"Microsome"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"None"	""	""	""	"131.83"
"CHEMBL833"	"TICLOPIDINE"	"4.0"	"263.79"	"0"	"3.96"	"ticlopidine"	"Clc1ccccc1CN1CCc2sccc2C1"	"CL"	"'>'"	"150.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"150.0"
"CHEMBL1790041"	"RANITIDINE"	"4.0"	"314.41"	"0"	"1.46"	"Ranitidine"	"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1"	"CL"	"'<'"	"3.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301372"	"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308043"	""	""	""	"3.0"
"CHEMBL914"	"FEXOFENADINE"	"4.0"	"501.67"	"2"	"5.51"	"Fexofenadine"	"CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"	"CL"	"'<'"	"3.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"3.0"
"CHEMBL2103846"	"ULIPRISTAL"	"4.0"	"433.59"	"0"	"4.97"	"5938"	"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C"	"CL"	"'>'"	"150.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"150.0"
"CHEMBL113"	"CAFFEINE"	"4.0"	"194.19"	"0"	"-1.03"	"Caffeine"	"Cn1c(=O)c2c(ncn2C)n(C)c1=O"	"CL"	"'<'"	"3.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301371"	"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736"	"A"	"BAO_0000219"	"cell-based format"	"Rattus norvegicus"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308022"	""	""	""	"3.0"
"CHEMBL1082"	"AMOXICILLIN"	"4.0"	"365.41"	"0"	"0.02"	"3046"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O"	"CL"	"'<'"	"3.0"	"uL.min-1.(10^6cells)-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3301372"	"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736."	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"CHEMBL3559723"	"Liver"	"Hepatocyte"	"None"	""	""	""	"CHEMBL612558"	"ADMET"	""	"ADMET"	"CHEMBL3301361"	"27"	"AstraZeneca DMPK/physicochemical"	""	""	"CHEMBL3308043"	""	""	""	"3.0"
